timestamp,comment-id,author-id,agrees,disagrees,moderated,is-meta,is-seed,group-informed-consensus,comment-body
1727322737491,219,12,34,4,1,false,false,0.3843843843843844,"Free concerts @ Downtown parks/spaces at once, i.e. Fountain Row Friday music @ Fountain & Circus Square, Riverfront, Shake Rag, SoKy Market"
1727323700608,228,12,2,0,-1,false,false,0.375,The Downtown infrastructure supports all its major venues activated at once without any legitimate parking issues. There is ample parking.
1727706072050,258,94,14,7,1,false,false,0.18055555555555555,BG in 2050 will have a Fairness Ordinance.
1727889417976,291,105,24,1,1,false,false,0.48611111111111105,"Bowling Green to become the 'hub' for all surrounding counties, promoting the entire region, and not just BG/WC."
1727907991170,322,109,11,4,1,false,false,0.19298245614035087,Provide tax incentives for companies that implement employee wellness programs.
1727925133965,353,0,21,0,1,false,false,0.75,Bowling Green will maintain its spirit of service leadership.
1726860708703,5,0,52,3,1,false,true,0.5614035087719298,BG will have a comprehensive public transit system in 2050
1726866853202,44,6,47,1,1,false,false,0.7111111111111111,I would like to see diversified development on Exit 28 to enhance and beautify near one of our biggest draws - the National Corvette Museum
1726868290299,83,31,45,2,1,false,false,0.49645390070921985,"Cultural and art festivals (music, etc) should continue and increase in number and diversity, reflecting the community."
1726873415500,122,47,39,5,1,false,false,0.441919191919192,One of the next steps in the growth of our city is to increase entertainment options. Such as concerts/sporting events.
1726949737913,155,26,31,7,1,false,false,0.2521739130434783,BG should improve highway signs to streamline whole highway experience inline with our beautification of I-65.
1727194363950,188,70,3,0,-1,false,false,0.4,Road infrastructure should be improved with new roads and/or modification of current system.
1727322838035,220,12,36,6,1,false,false,0.19047619047619047,"More signage, events, and attractions dedicated to BG’s rich music heritage - Ernest Hogan, Sam Bush, Nappy Roots, Cage the Elephant, etc."
1727323507104,226,12,2,0,-1,false,false,0.375,The Fringe is a Downtown food truck park destination and its bookings offer complementary options compared to Downtown restaurants.
1727706189815,259,94,17,7,1,false,false,0.17857142857142855,"BG will achieve Zero Waste by 2050, using policy initiatives across fields like what San Francisco is doing, to create a healthier city."
1727889502428,292,105,5,0,-1,false,false,0.41666666666666663,"Diversify the economy! Need to put as much emphasis on healthcare, tech, creative communities as we do manufacturing."
1727908017726,323,109,13,5,1,false,false,0.16149068322981364,"Establish a citywide ""Blue Zones Project"" to create environments where residents naturally live healthier, longer lives."
1727925236284,354,0,18,0,1,false,false,0.5333333333333333,Bowling Green will be known nationally for its focus on working to keep key stakeholders aligned and the ease of collaboration here.
1726860715904,6,0,43,5,1,false,true,0.15849056603773584,I hope White Squirrel’s beer will be world-famous and majorly distributed
1726866874041,45,32,36,3,1,false,false,0.3188405797101449,It is my hope that Bowling Green would strengthen and enforce its signage ordinance. Abandoned interstate and other signage is a bad look.
1726866915001,47,21,41,2,1,false,false,0.43200000000000005,"BG will have a stronger student [and student family] community and support network between K-12 schools, not just within them"
1726868336434,84,22,33,13,1,false,false,0.21379310344827585,We should never criminalize homelessness.
1726873845935,123,1,34,6,1,false,false,0.3232323232323232,BG needs better shopping options
1726949791871,156,26,14,1,1,false,false,0.14338235294117646,BG needs more R&D across all streams specifically on Afro side. Let’s play by strength.
1727194670498,189,70,33,6,1,false,false,0.31000000000000005,"Improve local transit service. Maybe add buses/trolleys with character so commuters don't feel ""intimidated"" for using public transportation"
1727323020346,221,12,27,4,1,false,false,0.326797385620915,"Duncan Hines Days grows more, into a signature/legacy BG event w/free accessible activities, engrained into our culinary & education culture"
1727706346681,260,94,20,7,1,false,false,0.2345679012345679,"BG will invest in The STEAM Factory, supporting small-scale artistic innovation that complements technological and industrial initiatives."
1727889607636,293,81,9,9,1,false,false,0.10285714285714284,city needs to enforce 2 hr parking around fountain sq
1727908031872,324,109,16,5,1,false,false,0.24999999999999994,"Convert vacant lots into urban farms, where residents can grow and harvest their own fresh produce."
1727925338843,355,0,16,0,1,false,false,0.5185185185185184,Bowling Green will be a national model for focusing on the local instead of national culture wars.
1726860723680,7,0,41,11,1,false,true,0.3,Maybe BG and Warren County will be unified into one group like Louisville
1726866898008,46,19,45,3,1,false,false,0.42,Bowling Green should address food dessert challenges and work to solve the problem with high quality options.
1726868414212,85,40,14,19,1,false,false,0.06619385342789598,"Only allow right turns when entering Scottsville Rd from the service roads, and use J turns to change directions - eliminating stoplights."
1726873884484,124,1,20,8,1,false,false,0.18000000000000002,Alvaton needs a major grocery store
1726950039900,157,26,39,3,1,false,false,0.4,BG needs to develop its own identity / brand similar to Music city for Nashville and Big Apple for NUC
1727195196407,190,22,31,5,1,false,false,0.34146341463414637,Our public transit options should be more inclusive.
1727323127543,222,12,31,6,1,false,false,0.39886039886039887,"The Duncan Hines brand invests in BG as its signature event host, naming an element of a major public park/space, i.e. Riverfront Park"
1727323196163,223,12,36,0,1,false,false,0.5925925925925926,Fountain Square will always be the heart of the City. But. It is ok for Downtown to continue growth from the WKU Hill to the Riverfront.
1727706754909,261,94,20,4,1,false,false,0.17857142857142855,"Create a solar energy incentive program for homeowners, helping transition to renewable energy given many homes have high solar rankings."
1727891618624,294,26,19,6,1,false,false,0.30857142857142855,"Hyperloop or high speed rail on I65 connecting Louisville, Bourbon trail, and Nashville ."
1727908049814,325,109,13,8,1,false,false,0.14857142857142858,"Implement a ""Prescription Produce"" program where doctors prescribe fresh fruits and vegetables to patients with diet-related conditions."
1727925443576,356,0,21,0,1,false,false,0.7142857142857142,Bowling Green will remain a place where you can move here from anywhere and make a difference.
1726860730908,8,0,53,2,1,false,true,0.6646464646464645,"I imagine that BG has a chance to be known for artists, like a haven outside of Nashville for creatives and academics"
1726866946463,48,11,44,2,1,false,false,0.42181069958847733,Hope that people value and use the public transit system.
1726868441532,86,40,41,8,1,false,false,0.4484848484848485,Incorporate large roundabouts at our major intersections to eliminate poorly timed stoplights.
1726868463317,87,41,50,2,1,false,false,0.6862745098039215,More affordable housing options
1726873949346,125,1,36,3,1,false,false,0.5203252032520325,Entertainment options for families without children
1726950407659,158,26,24,8,1,false,false,0.2845528455284553,"BG must not get into onerous zoning laws that are there in many cities, which inhibits growth and reduces affordability. Keep it simple pl."
1727195471727,191,70,35,1,1,false,false,0.6810810810810811,"Have more international cuisine options. More authentic restaurants (Mediterranean, Greek, Italian, Middle Eastern, African, Moroccan, etc.)"
1727323289010,224,12,42,3,1,false,false,0.42328042328042326,Riverfront’s Whitewater Park will draw river/outdoor recreation enthusiasts/tourists to Downtown. This was a Rivertown once & will be again.
1727323441337,225,12,38,2,1,false,false,0.5255255255255256,Trolley/bus loop activates for Downtown events to carry attendees: Fountain Square > Circus Square > Shake Rag > Riverfront > SoKY Market
1727323642914,227,12,33,7,1,false,false,0.5045045045045045,"Normalize closing major Downtown streets for community-wide events as they grow, I.E. Harvest Fest, Duncan Hines Days, Downtown Lights Up"
1727706855191,262,94,10,4,1,false,false,0.135,"Model Seattle’s Racial Equity Toolkit, a framework for city agencies to solicit the input of communities of color in policymaking."
1727891656172,295,26,13,2,1,false,false,0.14857142857142858,Tax smoke shops and revenue for public parks
1727908119495,326,109,10,6,1,false,false,0.09649122807017543,Establish a “Wellness Hour” where all city offices and businesses encourage a break for light physical activity and mental well-being
1727925486234,357,0,18,1,1,false,false,0.42500000000000004,"In 2050, no one will graduate from WKU and feel that they can’t pursue their career in the region if they want to."
1726860741093,9,0,56,1,1,false,true,0.6181818181818182,"BG will continue welcoming people from diverse perspectives who want to contribute to our community
"
1726866956584,49,37,36,11,1,false,false,0.23448275862068965,We need an art gallery
1726868496014,88,14,51,3,1,false,false,0.49285714285714294,I feel we should be building communities within housing development not  just subdivisions full of nothing but houses
1726868536850,89,21,30,15,1,false,false,0.25961538461538464,We need more FREE parking
1726874678775,126,8,33,4,1,false,false,0.37878787878787884,I would like stricter guidelines for new buildings. Cheap looking metal buildings in prominent locations make our city look bad.
1726954434964,159,8,37,7,1,false,false,0.38636363636363635,In 2050 I want to see passenger train travel reinstated Louisville to Nashville and beyond.
1727195534824,192,63,40,0,1,false,false,0.7333333333333334,I would like to see BG be a place you can afford to live (affordable housing) and work.
1727323769460,229,12,25,12,1,false,false,0.2981029810298103,"More niche cafes, like cat cafes or arcade cafes, will be in our entertainment scene. Ideal for college students and young professionals."
1727710697507,263,0,29,2,1,false,false,0.6857142857142857,BG will maintain its identity as home of the Corvette.
1727888317252,289,96,27,1,1,false,false,0.6122448979591836,"Beech Bend will become an even larger destination point for visitors, better access to the area should be developed"
1727908138688,327,91,21,1,1,false,false,0.5590062111801241,Housing and subdivisions should be separated from industry by buffers like parks or commercial properties.
1727925573540,358,93,12,2,1,false,false,0.26190476190476186,Local manufacturers should buy in/contribute to campaign to attract workers to fill open positions instead of relying on churn of employees
1726860752646,10,0,38,5,1,false,true,0.31372549019607837,"I want to see more public art, and an art museum, like Crystal Bridges"
1726866984820,50,11,52,1,1,false,false,0.7015250544662308,BG should encourage a variety of housing styles
1726866988385,51,16,35,9,1,false,false,0.06428571428571428,"Bowling Green needs great places to dance during the weekends, not just country music line dancing"
1726868560527,90,14,48,4,1,false,false,0.672,We need to be looking at alternative methods of travel walking cycling public transport
1726868617781,91,6,24,8,1,false,false,0.11851851851851851,Locals have a perception problem that needs to include an education component to combat negative perceptions
1726876612069,127,8,38,5,1,false,false,0.5391304347826087,Find a solution to combat panhandling. Makes a bad impression on visitors to our city. And it’s annoying!
1726954602466,160,8,22,14,1,false,false,0.11369509043927649,In 2050 BG should have a permanent indoor ice rink.
1727195836853,193,8,30,7,1,false,false,0.21000000000000005,Add additional trolleys for hop on hop off service.
1727323860267,230,12,33,4,1,false,false,0.537037037037037,"BG needs a distillery of some kind, or satellite tasting room for a Bourbon Trail distillery. Get our share of the hot bourbon industry rn."
1727710873181,264,0,21,2,1,false,false,0.32967032967032966,The Kentucky Museum will remain financially self-sufficient & able to be the region's arts and history hub as a WKU-affiliated private 501c3
1727892738978,296,86,24,1,1,false,false,0.36507936507936506,"I  would love to see more programs that help those with farms, evolve and continue to prosper."
1727908167872,328,109,16,3,1,false,false,0.2795031055900621,"Develop a floating, fitness-themed river park along the Barren River with paddleboarding, yoga on docks, and riverside trails."
1727925084698,351,93,18,1,1,false,false,0.5079365079365079,BG/WC needs to incorporate its rich history and story into its ever burgeoning growth.
1726860765086,11,0,30,8,1,false,true,0.1933333333333333,"I’d love to see a place that’s more focused on allergen-friendly and organic food and produce
"
1726860773111,12,0,14,53,1,true,true,0.03218390804597701,I have lived in BG/Warren County all my life.
1726860811417,17,0,46,6,1,false,true,0.2471264367816092,I hope that Mammoth Cave and Lost River Cave will be more heavily advertised and known around the world
1726867005600,52,12,50,1,1,false,false,0.5943396226415094,BG should take stronger measures to encourage the revitalization or restoration of dilapidated historic properties
1726868635992,92,34,19,2,-1,false,false,0.38,BG has individuals who have issues with meeting their basic needs.
1726877382990,128,14,2,1,-1,false,false,0.07500000000000001,So let’s change that
1726954843036,161,8,15,11,1,false,false,0.10714285714285714,I would like to see more businesses embrace the beautician of the interstate American flags by putting up more flags around town.
1727195937922,194,22,2,0,-1,false,false,0.30000000000000004,Green space should be encouraged between developed areas and public art installed to promote beauty within the day to day experience of BG.
1727323974801,231,12,29,5,1,false,false,0.37037037037037035,"Downtown BG needs a couple of boutique hotels, some that tell our unique story. Like the Graduate brand by Hilton that highlights WKU or KY"
1727324065118,232,12,35,6,1,false,false,0.2764227642276423,Historic/nightly walking tours should be encouraged year-round instead of seasonally. Support the hospitality workforce for more tour guides
1727324298594,235,12,9,14,1,false,false,0.06666666666666667,"Downtown’s parking structure should hire parking attendants to guide entry and exit, to overall improve the somewhat confusing experience."
1727711329969,265,0,30,1,1,false,false,0.6403940886699506,"With the access to WKU, BG needs to have its own science museum (or another experiential museum)."
1727895980125,297,2,16,4,1,false,false,0.24456521739130435,Bus or larger transit from BG to Nashville and back.
1727908235586,329,91,11,1,1,false,false,0.3157894736842105,Property development can be guided and encouraged by Government but should be accomplished by private land owners.
1727926392105,359,19,20,1,1,false,false,0.5454545454545454,BG2050 has clearly defined pathways for students from high school to SKYCTC / WKU to high wage / high demand careers
1726860780557,13,0,35,3,1,false,true,0.33542976939203356,"I want BG to be filled with more single/multi family housing, and not just condos"
1726860797508,15,0,0,0,-1,false,true,0.16666666666666666,I dream that we will have several Korean restaurants so we don’t have to drive far for dumplings and bibimbap
1726860819365,18,0,45,9,1,false,true,0.3082437275985663,I dream that the city will have free rides to all healthcare facilities for all those in need
1726867021271,53,1,31,18,1,false,false,0.16666666666666669,The city of Bowling Green needs to address the parking issues in downtown
1726868687311,93,40,50,7,1,false,false,0.3440860215053763,Would like to have more live music options. Want to attract bands from out of town and encourage more local bands to form.
1726877473085,129,14,28,3,1,false,false,0.21951219512195122,We need other transportation options greener cleaner
1727010203686,162,26,23,10,1,false,false,0.22764227642276422,"As BG welcomes everyone, every incoming culture must work hard to blend in while preserving core southern culture."
1727195995056,195,22,31,4,1,false,false,0.38888888888888884,We need more daycares and less car washes and smoke shops. (Why do we have so many smoke shops?!)
1727324166631,233,12,29,6,1,false,false,0.2393162393162393,"Lost River Cave should be its Cavern Nite Club once a year with a themed ball. The Cocktails & Trails event is fun, but not quite the same."
1727813912758,266,65,26,3,1,false,false,0.5476190476190474,Restrict vape and smoke shops proximity to schools & daycare facilities. Make a vape-free ordinance. Enforce fines for underage sales.
1727896208654,298,2,18,1,1,false,false,0.20571428571428568,"Have an infrastructure for food rescue, food growing, and food tree planting to direct into food insecure support structures."
1727908551085,330,109,21,2,1,false,false,0.35403726708074534,"Create a citywide ""Healthy Lifestyle"" campaign to promote fitness, nutrition, and mental wellness across all age groups"
1727926466062,360,19,19,2,1,false,false,0.3913043478260869,Strong 2 + 2 degree programs exist between SKYCTC and WKU
1726860789380,14,0,41,6,1,false,true,0.4827586206896552,We will have attracted innovative talent through an expanded computer science program at WKU
1726867054407,54,37,16,10,1,false,false,0.0425,We need better out of home advertising options on I-65
1726867067258,56,12,44,7,1,false,false,0.429769392033543,BG should encourage more walking downtown versus parking lots
1726868754524,94,3,14,3,-1,false,false,0.35000000000000003,Developers purchasing lots and creating pay to park lots is detrimental to downtown growth.
1726877716299,130,14,3,0,-1,false,false,0.1,Other options of transportation greener cleaner
1727010574571,163,0,41,0,1,false,false,0.7,"As BG welcomes folks from all over, we will share Kentucky traditions we want to keep and continue to build a distinctive BGKY culture."
1727205198278,196,74,27,14,1,false,false,0.22222222222222224,"Plan infrastructure to accommodate high speed rail, self-driving vehicles, flying/hovering vehicles, Electric bikes"
1727324237364,234,12,27,7,1,false,false,0.23423423423423423,"More Love BGKY art installations around the community, only built with custom/unique components to that reflect a business, attraction, etc."
1727834119442,267,99,1,0,-1,false,false,0.16666666666666666,"Yes, please!"
1727896803279,299,50,22,0,1,false,false,0.5900621118012421,Warren county has some of the most productive agriculture ground in the Commonwealth. I’d like to see some of it left/preserved in 2050.
1727908587947,331,109,22,1,1,false,false,0.49689440993788814,"Expand public access to affordable, organic, and locally sourced foods through farmers markets and grocery partnerships."
1727954483932,361,0,15,3,1,false,false,0.4561403508771929,"In 2050, we will have a robust vision in Bowling Green for 2075."
1726860804333,16,0,56,2,1,false,true,0.668615984405458,"I’d like to see more farm-to-table restaurants here, especially given our agricultural strength"
1726867057811,55,34,22,2,-1,false,false,0.4074074074074074,The transit system is difficult to understand for many residents in the BG community. The transit system should expand to industrial areas.
1726867101766,57,21,48,1,1,false,false,0.6688888888888888,We need to expand or bolster public educational resources like the public library
1726868998405,95,31,32,3,1,false,false,0.29629629629629634,We have great schools but would like to see all schools offering excellent education and opportunities. Public or private remains a choice.
1726877772547,131,14,3,0,-1,false,false,0.1,Education support understanding
1727019055389,164,8,21,15,1,false,false,0.20105820105820102,"The new CVB - tourist welcome center, should be built at the Corvette Museum exit where the majority of tourists are entering our city."
1727019126821,165,8,43,5,1,false,false,0.3864734299516908,In 2050 BG should have an upscale amphitheater.
1727205257327,197,54,18,4,1,false,false,0.2272727272727273,We will influence retail stores to offer the same scale and variety as they do in larger communities.
1727324469976,236,12,32,2,1,false,false,0.43543543543543545,"K-12 schools introduce our kids to the heart of our City thru Downtown access to public parks, spaces, events, and venues on field trips."
1727834300109,268,99,1,0,-1,false,false,0.16666666666666666,A public transit system that reaches all areas of the city and reaches into the county to service students and workers.
1727903592114,300,6,19,0,1,false,false,0.5714285714285714,I would like to see growth in recruiting local restaurants and shops that have longevity rather than chains and fast food
1727908603044,332,109,17,3,1,false,false,0.21118012422360247,"Establish a ""Wellness Week"" each year with free health screenings, fitness classes, and nutrition workshops citywide"
1727954754609,362,0,17,1,1,false,false,0.4444444444444444,"In 2050, Bowling Green will have a host of restaurants/other hangout places that stay open after 9 pm & a robust clientele to support them."
1726860828751,19,0,44,7,1,false,true,0.4285714285714286,"We will not be overly reliant on manufacturing jobs in BG
"
1726867114032,58,13,36,6,1,false,false,0.3594771241830066,BG should do more inclusive intercultural celebrations for international individuals
1726869069722,96,40,53,1,1,false,false,0.7460317460317459,Would like to see greenways in scenic areas for safer walking and bike riding.
1726886263447,132,53,42,1,1,false,false,0.46913580246913583,"We need more intentional and comprehensive visioning, innovative land-use planning, smart growth zoning to prevent uncontrolled sprawl."
1727063357050,166,40,27,6,1,false,false,0.2222222222222222,BG needs to name our neighborhoods and create maps to identify them. See nashvilleguru.com for example.
1727205284005,198,54,38,2,1,false,false,0.6243243243243244,Our arts community would thrive and we would attract top talent and performers to our city on a regular basis.
1727324571508,237,12,37,3,1,false,false,0.5105105105105106,"Shake Rag histories live on thru the Southern Queen Hotel, Mustang Club, Shake Rag Spirits Lounge, & George Washington Carver Center efforts"
1727834557926,269,99,14,4,1,false,false,0.25396825396825395,"Consider lifting zoning restrictions for regulated, in-home childcare to alleviate extreme childcare waitlists."
1727905063844,301,109,1,1,-1,false,false,0.14285714285714285,Highly agree
1727913625395,333,88,16,1,1,false,false,0.4444444444444444,Bowling Green should leverage its geographic location to act as a bridge for the “north to south”
1727954803543,363,0,9,4,1,false,false,0.1875,Places to hangout will have the opportunity to invest in sound control so that you don’t have trouble hearing your table mates.
1726864191636,20,1,53,6,1,false,false,0.5771929824561404,I would like to see more opportunities for homeless/mental health needs in Bowling Green.
1726867134322,59,37,16,21,1,false,false,0.0909090909090909,We need a Catholic high school
1726867137361,60,34,52,1,1,false,false,0.7029914529914529,Historic property should be preserved as best it can.
1726869132848,97,22,4,11,-1,false,false,0.10526315789473684,I can’t afford to live here.
1726892130033,133,12,31,8,1,false,false,0.20833333333333331,More locals should be ambassadors that advocate/create unique experiences that discourage travel to Nashville and beyond.
1726892445755,135,12,42,0,1,false,false,0.5038759689922481,BG should continue collaborating with other KY cities to provide unique tourist/staycation-drive experiences showcasing our stories.
1727063788417,167,40,40,9,1,false,false,0.24375000000000002,"High speed rail that connect Pikeville, to Lexington, to Louisville, to BG, to Nashville would be great."
1727205305722,199,54,34,3,1,false,false,0.40789473684210525,We will celebrate the art and history of KY to those who choose to land here for long term.
1727324666533,238,12,33,2,1,false,false,0.46296296296296297,Downtown’s parking structure needs exterior projecting signage that shows you can actually park and dine there. You wouldn’t know otherwise.
1727834620950,270,99,25,0,1,false,false,0.5820105820105819,Consider connecting each park by Greenway trail for safer accessibility.
1727905206551,302,109,1,0,-1,false,false,0.16666666666666666,highly agree
1727914158880,334,111,20,2,1,false,false,0.33928571428571425,The city needs to do everything they can to incentivize affordable housing.
1727954852496,364,0,19,1,1,false,false,0.5666666666666667,Locally owned businesses will continue promoting one another and building partnerships across them—and even grow that vibe.
1726865477810,21,2,26,0,-1,false,false,0.6388888888888888,I would like to see BG continue to embrace and develop diversity in our community.
1726867149131,61,12,45,10,1,false,false,0.3673835125448029,BG needs more locals to organize festivals and special events in the heart of downtown
1726867167778,63,16,53,3,1,false,false,0.4636363636363636,"BG needs more indoor attractions for families, such as educational museums that are free or low cost to the general public"
1726869210113,98,22,50,1,1,false,false,0.7,I would love to see more public art.
1726869275514,103,44,52,1,1,false,false,0.7941176470588235,I hope we preserve green space as we grow!
1726892322838,134,12,39,2,1,false,false,0.4468085106382979,Locals should know our city’s history/how we grew/why we’re here. It’s compelling/organic to have more immersive experiences like Unseen BG.
1727101337031,168,59,44,1,1,false,false,0.6201550387596899,"Preserve the willingness to work together across entities, cultures, generations"
1727205363617,200,74,39,1,1,false,false,0.6432432432432433,Ensure neighborhoods with highest transportation barriers have access to public transportation
1727353160495,239,0,28,2,1,false,false,0.39682539682539686,The Fringe will remain a Downtown food truck park destination concept offering complementary options compared to Downtown restaurants.
1727834760162,271,99,31,1,1,false,false,0.675,More family friendly entertainment options.
1727905907946,303,109,1,2,-1,false,false,0.14285714285714285,I don't know what this means
1727915389656,335,70,16,6,1,false,false,0.18285714285714286,"Would love to have a cultural/ethnic museum with exhibits (rotated or not) from around the world, highlighting the diversity of BG."
1727954954736,365,0,17,2,1,false,false,0.42105263157894735,Bowling Green will even further embrace a regional attitude & will become the focal point for promoting attractions/stories of the region
1726865772649,22,5,2,16,-1,false,false,0.037500000000000006,Computers are the fucking worst
1726867163791,62,8,46,3,1,false,false,0.5594541910331383,Increase the staff of BG police and WC sheriffs department to have more officers for our growing community.
1726869215404,99,40,48,3,1,false,false,0.3786008230452675,We need to modernize our healthcare facilities.
1726869221162,100,6,38,4,1,false,false,0.42767295597484273,"I would like to see BGs businesses & locals embrace, welcome & accept new businesses instead of having one major dynamo partner per industry"
1726892524175,136,12,46,2,1,false,false,0.5193236714975845,"Tourism, biz travel, & hospitality are important to our economy, saving locals thousands in tax dollars annually. Continue that education."
1727101428086,169,60,37,2,1,false,false,0.47619047619047616,"We should maintain the unique identities of Smiths Grove, Oakland, Woodburn and Plum Springs."
1727205867823,201,54,22,5,1,false,false,0.26936026936026936,"No more parking lots, only parking garages to preserve greenspace"
1727353220034,240,0,36,4,1,false,false,0.38746438746438744,"Downtown infrastructure will continue to support all major venues activated at once, offering ample parking without any legitimate issues."
1727835051696,272,99,29,1,1,false,false,0.7142857142857143,"More family friendly breweries with yard games, piano bars, a comedy club and entertainment akin to Top Golf & mini golf courses"
1727905937478,304,109,3,1,-1,false,false,0.25,strongly agree
1727915705303,336,70,18,4,1,false,false,0.33116883116883117,Add trolleys that are unique or painted/decorated on different themes.Encourage the use of them to avoid commuting by personal cars downtown
1727955027170,366,0,10,1,1,false,false,0.3214285714285714,Bowling Green will embrace considering the I-165 corridor and the Western Kentucky Coalfields area as part of the greater Bowling Green area
1726866286163,23,7,28,11,1,false,false,0.17307692307692307,I dream that we will have several Korean restaurants so we don't have to drive far for mandoo and bibimbap.
1726867224823,64,36,25,29,1,false,false,0.125,I would like to see more private education options for our children.
1726869233559,101,40,38,8,1,false,false,0.5032679738562091,We need more health care facilities options on the edge of town instead of concentrating them all downtown.
1726892656907,137,12,43,0,1,false,false,0.8021680216802167,Please continue advocating for revitalization Downtown and utilizing its existing neighborhoods’ input/education/history on projects.
1727102199671,170,60,4,23,1,false,false,0.029411764705882353,All types of development should be allowed anywhere in the county.
1727205876644,202,74,39,1,1,false,false,0.47368421052631576,"Ensure BG is a national leader in meeting the 4 pillars of self-sufficiency: Transportation, Employment, Childcare and Housing"
1727365610059,241,65,36,6,1,false,false,0.38746438746438744,"Keep expanding operation pride & incorporate ""rewilding"" areas of green space w/ native plants and trees which require less maintenance cost"
1727835248524,273,99,30,2,1,false,false,0.5161290322580645,The ByPass will look less like Asphalt-land and will offer trees and grass.
1727905994404,305,109,1,1,-1,false,false,0.16666666666666666,it has one
1727915931421,337,70,11,2,1,false,false,0.2777777777777778,"We need true bakeries, like those we find in Europe."
1727955056477,367,0,6,5,1,false,false,0.1176470588235294,Bowling Green will have some places that serve mutton and burgoo.
1726866366739,24,15,4,2,-1,false,false,0.09523809523809523,I don't understand this one as we have very few condos
1726867317393,65,13,39,5,1,false,false,0.298989898989899,I would like more support for non tech startups
1726867318432,66,1,24,8,1,false,false,0.14081632653061227,The city needs to address the vacant building in downtown and tax the owner .
1726869271358,102,40,53,5,1,false,false,0.4047619047619047,We need more health care specialists so we don't have to depend so much on Nashville. The wait period is too long.
1726892796204,138,12,36,2,1,false,false,0.46829268292682935,WKU campus parking encourages more walkability/community spaces instead of dead asphalt. Consider that same concept for Downtown parking.
1727102251451,171,60,31,10,1,false,false,0.25777777777777783,Development should only be allowed where adequate infrastructure exists.
1727207757385,203,74,29,2,1,false,false,0.44117647058823534,A robust Angel Investor community to provide access to further development / expand entrepreneurship opportunities
1727383956029,242,26,23,8,1,false,false,0.18518518518518517,Let’s start using airport for public events starting with food truck and live musics - open air concert
1727835830592,274,99,17,5,1,false,false,0.16748768472906403,"An indoor ice rink at the center of the existing mall with shops and food court around it. Kid/adult hockey, figure skating lessons"
1727907238399,306,109,17,2,1,false,false,0.23611111111111108,Bowling Green should prioritize building more unique outdoor fitness parks to encourage year-round physical activity.
1727916380309,338,70,1,0,-1,false,false,0.3333333333333333,Would like to have Whole Foods and Trader Joe's in our community.
1727955096666,368,0,21,1,1,false,false,0.631578947368421,Bowling Green will further elevate products made in Kentucky and promote Kentucky products and culture from around the Commonwealth.
1726866433615,25,4,32,11,1,false,false,0.3157894736842105,I would like to see more single family homes than condos
1726867405409,67,1,41,4,1,false,false,0.40598290598290604,BG needs a children’s museum
1726869408900,104,40,40,1,1,false,false,0.4567901234567902,We need to embrace R&D and micro factories to encourage more innovation and entrepreneurism in the performance automotive.
1726892977362,139,12,3,0,-1,false,false,0.3333333333333333,"Park at the mall & walk to stores = Park at Target, go in, walkabout = Park in the free Downtown structure & walk to your destination."
1727102305874,172,60,10,27,1,false,false,0.075,I'm okay with growth as long as it is not next to my neighborhood.
