participant,group-id,n-comments,n-votes,n-agree,n-disagree,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196
557,1,0,40,19,15,1,,,1,-1,0,-1,1,0,0,-1,,1,,-1,-1,1,1,1,-1,-1,1,,,-1,,,,,0,-1,0,-1,,1,-1,,,1,1,1,1,,-1,-1,,1,,-1,,,0,,1,,,,,,1,,1,1,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,1,0,61,39,18,1,,,1,-1,0,1,1,1,1,1,,1,-1,1,-1,1,-1,-1,-1,-1,-1,,,-1,,,,,-1,-1,-1,-1,,-1,-1,,1,1,1,1,0,,1,-1,,1,,-1,,-1,1,,1,,1,,,,1,,1,1,1,1,1,1,1,1,1,,1,1,,,,,1,0,,1,,,,1,,,1,,,1,,1,,1,,1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,1,0,66,43,9,1,,,1,1,1,1,1,0,0,-1,,1,1,1,-1,1,0,1,-1,0,1,,,0,,,,,-1,0,0,1,,1,0,,1,1,1,1,1,,1,0,,1,,-1,,-1,1,,1,,1,,,,1,,1,1,1,0,1,0,1,1,-1,,1,0,,,,,1,1,,1,,,,0,,,1,,,1,,-1,,0,,1,,,,-1,,,,1,,1,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,0,0,45,41,4,1,,,-1,1,1,1,1,1,1,-1,,1,1,1,1,1,1,1,1,1,1,,,1,,,,,1,-1,1,1,,1,1,,1,1,1,1,1,,-1,1,,1,,1,,1,1,,1,,1,,,,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,0,0,51,31,8,0,,,1,0,0,1,1,0,1,-1,,-1,0,1,1,1,1,1,1,1,1,,,1,,,,,1,0,0,1,,1,1,,1,-1,0,1,1,,-1,1,,0,,1,,1,1,,0,,1,,,,-1,,1,1,1,1,1,0,-1,1,-1,,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,0,0,45,36,6,1,,,-1,-1,1,1,1,1,1,1,,1,1,1,-1,1,1,1,1,1,1,,,1,,,,,1,1,1,1,,1,0,,1,-1,0,1,1,,1,1,,-1,,1,,1,1,,0,,1,,,,1,,1,1,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,0,0,65,53,12,1,,,1,-1,1,1,1,1,1,-1,,1,1,1,-1,1,1,1,1,1,1,,,1,,,,,1,1,1,1,,1,1,,1,-1,1,1,1,,1,1,,1,,1,,1,1,,-1,,1,,,,1,,1,1,-1,1,1,-1,1,1,1,,1,1,,,,,1,1,,1,,,,-1,,,1,,,-1,,-1,,1,,-1,,,,1,,,,1,,1,,,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,0,0,45,35,10,1,,,-1,1,1,1,1,1,1,-1,,-1,1,1,-1,1,-1,1,1,-1,1,,,1,,,,,1,-1,1,1,,1,-1,,1,-1,1,1,1,,-1,1,,1,,1,,1,1,,1,,1,,,,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,1,0,45,22,15,1,,,1,0,0,1,1,-1,1,0,,0,-1,-1,-1,1,-1,-1,-1,0,0,,,-1,,,,,1,-1,0,-1,,1,1,,1,1,1,1,-1,,1,-1,,-1,,-1,,1,0,,1,,1,,,,1,,1,1,-1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,1,0,45,24,21,1,,,1,-1,-1,1,1,-1,-1,-1,,1,-1,-1,-1,1,-1,1,-1,-1,1,,,-1,,,,,-1,-1,-1,-1,,1,1,,1,1,1,1,-1,,-1,-1,,1,,-1,,-1,1,,1,,1,,,,1,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,1,0,45,18,8,1,,,1,-1,0,0,1,0,0,0,,0,-1,0,0,1,-1,-1,0,-1,1,,,0,,,,,0,0,0,1,,0,-1,,0,1,1,1,0,,1,-1,,0,,0,,-1,1,,1,,1,,,,1,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,1,0,66,27,22,1,,,1,0,0,-1,-1,1,1,-1,,1,-1,-1,-1,0,-1,-1,-1,-1,0,,,0,,,,,-1,-1,-1,-1,,-1,0,,-1,1,1,1,0,,-1,-1,,1,,0,,-1,0,,1,,0,,,,1,,1,1,1,1,1,0,1,1,1,,1,0,,,,,-1,-1,,-1,,,,0,,,1,,,1,,1,,0,,1,,,,0,,,,0,,1,,,0,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,0,0,51,30,21,-1,,,-1,-1,1,1,1,1,1,-1,,-1,1,-1,-1,1,-1,1,1,1,1,,,1,,,,,1,1,1,1,,1,1,,1,-1,-1,1,1,,-1,1,,-1,,1,,1,1,,-1,,1,,,,1,,-1,-1,1,1,-1,-1,-1,-1,1,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,0,0,66,38,28,-1,,,-1,-1,1,1,1,1,1,-1,,-1,1,1,-1,1,-1,1,1,1,1,,,1,,,,,1,1,1,1,,1,1,,1,-1,-1,1,1,,-1,1,,-1,,1,,1,1,,-1,,1,,,,1,,-1,-1,1,1,-1,-1,-1,1,-1,,-1,-1,,,,,1,1,,1,,,,-1,,,-1,,,-1,,-1,,1,,-1,,,,1,,,,-1,,1,,,-1,,1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,0,0,66,35,31,-1,,,-1,-1,1,1,1,1,1,-1,,-1,1,1,-1,1,-1,1,1,1,1,,,1,,,,,1,1,-1,1,,1,1,,1,-1,-1,1,1,,-1,1,,-1,,1,,1,1,,-1,,1,,,,1,,-1,-1,1,1,-1,-1,-1,-1,-1,,-1,-1,,,,,1,1,,1,,,,-1,,,-1,,,-1,,-1,,1,,-1,,,,-1,,,,-1,,1,,,-1,,1,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,0,0,50,38,11,-1,,,-1,1,1,1,1,1,-1,-1,,1,-1,-1,-1,1,-1,1,1,1,1,,,1,,,,,1,-1,1,1,,1,1,,1,1,1,1,1,,-1,1,,1,,-1,,1,0,,1,,1,,,,1,,1,1,1,1,1,1,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,1,0,27,17,6,1,,,-1,,,,,1,1,-1,,,,1,,,1,,0,-1,,,,-1,,,,,,,,1,,-1,,,,1,1,1,0,,,-1,,,,1,,,1,,1,,0,,,,,,,1,,1,1,1,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,1,0,31,20,5,0,,,-1,,,,1,1,,-1,,,-1,0,,1,1,,1,1,1,,,1,,,,,0,0,,-1,,0,,,1,,,1,1,,,,,1,,,,-1,,,,,1,,,,1,,,1,1,,1,0,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,0,0,51,44,7,-1,,,-1,-1,1,1,1,1,1,-1,,1,1,1,1,1,1,1,1,1,1,,,1,,,,,1,1,1,1,,1,1,,1,-1,1,1,1,,-1,1,,1,,1,,1,1,,1,,1,,,,1,,1,1,1,1,1,1,1,1,-1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,0,0,53,33,15,-1,,,1,1,-1,1,1,1,-1,-1,,-1,-1,1,-1,1,1,1,-1,1,1,,,1,,,,,1,-1,1,1,,1,0,,1,1,1,1,1,,0,-1,,1,,-1,,1,1,,1,,1,,,,1,,1,1,1,1,0,0,-1,-1,-1,,-1,0,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,0,0,51,47,4,1,,,1,-1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,-1,,,,,1,1,1,-1,,1,1,,1,1,1,1,1,,1,1,,1,,-1,,1,1,,1,,1,,,,1,,1,1,1,1,1,1,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,0,0,51,40,9,-1,,,1,1,1,1,1,1,1,-1,,-1,-1,1,1,1,1,1,1,1,1,,,1,,,,,1,1,-1,1,,1,1,,1,-1,1,1,1,,-1,1,,1,,1,,1,1,,1,,1,,,,-1,,1,1,1,1,1,0,1,1,-1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,0,0,51,45,6,1,,,1,1,1,1,1,1,1,-1,,1,1,1,-1,1,1,1,1,1,1,,,1,,,,,1,1,-1,1,,1,1,,1,-1,1,1,1,,1,1,,1,,1,,1,1,,1,,1,,,,1,,1,1,1,1,1,1,1,1,-1,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,1,0,55,37,18,1,,,-1,1,1,1,1,1,1,-1,,1,-1,1,-1,1,1,-1,-1,1,1,,,1,,,,,-1,-1,-1,-1,,1,-1,,1,-1,1,1,1,,-1,-1,,1,,1,,-1,1,,1,,1,,,,-1,,1,1,1,1,1,1,1,1,1,,1,-1,,,,,1,-1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,1,0,52,32,12,-1,,,1,1,0,1,1,0,1,0,,1,-1,1,-1,1,1,0,-1,-1,1,,,1,,,,,-1,-1,-1,0,,-1,0,,-1,1,1,1,1,,-1,-1,,1,,0,,1,1,,1,,1,,,,1,,1,1,1,1,1,1,1,1,1,,1,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,1,0,51,36,15,1,,,1,1,-1,1,1,1,-1,1,,1,1,1,-1,1,1,-1,-1,-1,1,,,1,,,,,1,-1,-1,-1,,1,-1,,1,-1,1,1,1,,-1,-1,,1,,-1,,-1,1,,1,,1,,,,1,,1,1,1,1,1,1,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,0,0,52,32,20,-1,,,-1,1,1,1,1,1,1,-1,,-1,-1,1,-1,1,1,1,-1,-1,1,,,1,,,,,1,1,1,-1,,1,-1,,1,-1,1,1,1,,-1,-1,,-1,,-1,,-1,1,,1,,1,,,,-1,,1,-1,1,1,1,1,-1,1,1,,1,-1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,0,0,53,47,6,-1,,,-1,-1,1,1,1,1,1,-1,,1,1,1,1,1,1,1,1,1,1,,,1,,,,,1,1,1,1,,1,1,,1,-1,1,1,1,,-1,1,,1,,1,,1,1,,1,,1,,,,1,,1,1,1,1,1,1,1,1,1,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,1,0,28,20,4,1,,,0,,,-1,,,1,-1,,,-1,,-1,1,,,0,,1,,,,,,,,1,,,0,,1,,,,1,1,1,1,,1,,,1,,0,,,1,,,,,,,,1,,1,,1,,,,1,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,0,0,53,35,14,-1,,,1,-1,1,1,1,1,1,-1,,1,1,1,-1,1,0,1,1,1,1,,,1,,,,,1,1,1,1,,1,1,,1,-1,-1,1,1,,-1,1,,-1,,0,,1,1,,-1,,1,,,,0,,1,-1,-1,1,1,-1,1,1,-1,,0,-1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,1,0,53,30,22,1,,,1,1,-1,-1,1,1,1,1,,-1,-1,1,-1,1,1,-1,-1,-1,-1,,,-1,,,,,-1,-1,0,-1,,-1,-1,,-1,1,1,1,1,,-1,-1,,1,,-1,,-1,1,,1,,1,,,,1,,1,1,1,1,1,1,1,1,1,,1,1,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,0,0,41,16,4,1,,,,0,,0,0,1,0,1,,-1,0,1,0,1,0,,0,1,1,,,0,,,,,0,1,0,0,,1,0,,,0,,,,,-1,1,,,,-1,,0,1,,,,0,,,,,,1,,0,1,,0,0,1,-1,,0,0,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,1,0,53,36,17,1,,,1,1,-1,1,1,1,1,-1,,1,-1,1,1,1,1,-1,-1,-1,1,,,1,,,,,-1,-1,-1,1,,-1,-1,,1,1,1,1,-1,,1,-1,,1,,-1,,1,1,,1,,1,,,,1,,1,1,-1,1,1,1,1,1,1,,1,1,,,,,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,1,0,54,34,8,1,,,1,1,1,1,1,0,1,0,,1,-1,1,-1,1,1,1,1,-1,0,,,-1,,,,,0,0,-1,1,,1,1,,0,1,1,1,0,,0,0,,1,,1,,1,1,,1,,0,,,,-1,,0,1,1,1,1,1,1,1,1,,-1,-1,,,,,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,0,0,54,33,20,1,,,1,1,1,-1,1,1,1,-1,,-1,-1,1,-1,1,1,1,1,1,1,,,1,,,,,-1,-1,1,1,,-1,1,,-1,1,1,1,1,,-1,-1,,1,,1,,1,-1,,-1,,1,,,,1,,1,-1,1,1,0,1,-1,-1,-1,,-1,-1,,,,,1,-1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,0,0,65,38,10,1,,,1,1,0,1,1,1,0,0,,1,-1,,-1,1,-1,1,1,1,-1,,,1,,,,,-1,-1,,1,,-1,1,,1,-1,0,1,1,,-1,1,,1,,0,,1,0,,0,,,,,,1,,1,1,1,1,1,0,1,0,,,1,0,,,,,1,1,,0,,,,0,,,1,,,1,,-1,,1,,,,,,0,,,,1,,1,,,0,,1,,,,,,,,1,0,0,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,1,0,36,22,12,1,,,,,-1,,,-1,1,1,,0,-1,-1,1,1,1,0,,1,1,,,-1,,,,,-1,-1,,1,,1,,,-1,,1,1,1,,-1,-1,,,,1,,-1,1,,1,,,,,,1,,,1,,,,,1,1,1,,1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,1,0,54,25,25,1,,,1,1,-1,-1,1,0,0,1,,1,-1,1,-1,1,-1,-1,-1,-1,-1,,,-1,,,,,-1,-1,-1,-1,,0,-1,,1,1,1,1,-1,,0,-1,,1,,-1,,-1,-1,,1,,-1,,,,1,,1,1,1,-1,1,1,1,1,1,,1,1,,,,,-1,-1,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,1,3,58,33,21,-1,,,-1,1,-1,-1,1,-1,-1,-1,,-1,-1,1,-1,1,1,1,1,-1,1,,,-1,,,,,-1,-1,-1,1,,-1,-1,,1,0,0,1,1,,-1,1,,1,,-1,,-1,1,,1,,1,,,,1,,1,1,1,-1,1,1,1,1,1,,1,0,,,,,1,1,,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,1,0,17,10,6,1,,,,,,1,1,,,-1,,-1,,-1,-1,1,1,,,,,,,,,,,,,,,-1,,,,,,,,1,,,,,,,,1,,0,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,1,0,18,14,2,1,,,1,,,,1,1,,,,1,1,,,,,,-1,-1,,,,,,,,,0,,,1,,,,,,1,,,,,,1,,,,,,0,,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,1,0,8,3,4,-1,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,-1,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,1,0,44,34,6,1,,,1,1,-1,1,1,1,0,1,,1,1,1,0,1,1,,,-1,-1,,,,,,,,,-1,,1,,,1,,-1,1,,1,1,,1,,,1,,1,,-1,0,,1,,,,,,1,,,1,1,1,1,1,1,1,1,,,1,,,,,1,1,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,0,0,51,31,6,1,,,1,0,1,0,1,0,1,-1,,0,-1,1,-1,1,0,1,0,-1,0,,,1,,,,,1,0,0,1,,0,0,,1,1,1,1,1,,-1,1,,1,,0,,1,1,,1,,0,,,,1,,,1,-1,1,1,1,1,1,1,,1,0,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,1,0,35,15,15,1,,,1,0,0,-1,1,-1,0,,,-1,-1,,,1,,,,-1,-1,,,,,,,,0,-1,-1,,,-1,-1,,1,1,1,,,,-1,-1,,,,-1,,0,,,1,,,,,,,,1,1,,-1,-1,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,1,0,34,23,9,1,,,,,1,1,1,,0,1,,,,,,1,1,,-1,,1,,,,,,,,,1,,,,,,,,-1,,,,,,,,,,,,,,,,,-1,,,,1,,,,,,1,1,,1,-1,,,1,,,,,1,,,,,,,1,,,,,,,,,,-1,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,1,,-1,,,,,,,,,1,,,1,,,,1,1,,,,,,-1,,1,,,-1,,,,,,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,1,0,55,35,12,1,,,1,1,0,0,1,1,1,1,,1,-1,1,-1,1,0,-1,-1,-1,0,,,1,,,,,0,0,-1,0,,-1,1,,1,1,1,1,1,,1,-1,,1,,-1,,-1,1,,1,,0,,,,1,,1,1,1,1,1,1,1,1,1,,1,1,,,,,-1,-1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,1,0,55,37,15,1,,,1,1,-1,1,1,-1,1,1,,1,-1,1,0,1,-1,-1,1,-1,-1,,,-1,,,,,-1,-1,1,1,,-1,1,,1,1,1,1,-1,,0,-1,,1,,1,,-1,1,,1,,-1,,,,1,,1,1,1,1,1,1,1,1,1,,1,1,,,,,1,0,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,0,0,34,28,5,1,,,1,,1,1,1,1,1,,,1,-1,0,-1,1,,1,1,1,,,,,,,,,1,-1,,1,,,1,,1,,1,,,,-1,,,,,,,-1,,,,,1,,,,,,,1,1,1,1,1,1,1,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,1,0,55,28,20,1,,,-1,0,0,-1,-1,1,0,-1,,1,-1,1,-1,1,1,-1,0,-1,0,,,-1,,,,,-1,-1,-1,-1,,1,-1,,1,1,1,1,1,,-1,-1,,1,,-1,,1,1,,1,,1,,,,1,,1,1,1,0,0,1,1,1,-1,,1,1,,,,,-1,-1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
